Id,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,text_len,word_count,hashtag_count,emoji_count,SentimentSimple,Sentiment_norm,TextLength,LengthGroup
209," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ", Curiosity       ,2022-10-08 08:15:00, EternalLearner    ,Instagram, #Curiosity #KnowledgeQuest                ,20.0,40.0,Usa,2022,10,8,8,98,15,2,2,Neutral,Curiosity,98,90-119
210," Floating through the day with an air of indifference, detached from the mundane happenings around. ", Indifference    ,2023-03-22 16:30:00, AloofObserver     ,Facebook, #Indifference #FloatingThroughLife        ,10.0,20.0,Canada,2023,3,22,16,100,15,2,1,Neutral,Indifference,100,90-119
211," Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ", Confusion       ,2021-05-15 11:45:00, ThoughtExplorer   ,Twitter, #Confusion #ThoughtLabyrinth              ,15.0,30.0,United Kingdom,2021,5,15,11,92,15,2,1,Neutral,Confusion,92,90-119
212," Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ", Numbness        ,2019-12-28 14:30:00, StoicSoul         ,Instagram, #Numbness #StoicFacade                    ,8.0,15.0,Australia,2019,12,28,14,87,14,2,1,Negative,Numbness,87,60-89
213," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ", Melancholy      ,2020-03-01 19:00:00, DreamerInSilence  ,Facebook, #Melancholy #WhispersInTheBreeze         ,12.0,25.0,India,2020,3,1,19,95,14,2,1,Negative,Melancholy,95,90-119
214," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ", Nostalgia       ,2018-07-10 15:45:00, JournalKeeper     ,Twitter, #Nostalgia #JournalMoments               ,10.0,20.0,Canada,2018,7,10,15,95,15,2,1,Negative,Nostalgia,95,90-119
215," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ", Ambivalence     ,2022-01-05 10:30:00, ThreadWeaver      ,Instagram, #Ambivalence #ConflictingFeelings        ,12.0,25.0,United Kingdom,2022,1,5,10,104,14,2,1,Neutral,Ambivalence,104,90-119
216," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ", Acceptance      ,2021-08-20 16:20:00, SelfLoveAdvocate  ,Facebook, #Acceptance #SelfLoveJourney              ,15.0,30.0,Australia,2021,8,20,16,87,11,2,2,Positive,Acceptance,87,60-89
217," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ", Determination   ,2019-11-03 13:45:00, DreamChaser       ,Twitter, #Determination #DreamsIntoReality        ,18.0,35.0,Usa,2019,11,3,13,91,11,2,1,Negative,Determination,91,90-119
218," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ", Serenity        ,2020-04-12 19:30:00, OceanSoul         ,Instagram, #Serenity #OceanRetreat                   ,25.0,50.0,Canada,2020,4,12,19,101,15,2,2,Positive,Serenity,101,90-119
219," Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ", Curiosity       ,2022-04-15 08:45:00, HorizonExplorer   ,Facebook, #Curiosity #NewHorizons                  ,22.0,45.0,India,2022,4,15,8,103,16,2,1,Neutral,Curiosity,103,90-119
220," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ", Indifference    ,2023-02-10 17:00:00, NonchalantSpirit  ,Twitter, #Indifference #DriftingThroughLife       ,9.0,18.0,United Kingdom,2023,2,10,17,89,13,2,1,Neutral,Indifference,89,60-89
221," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ", Confusion       ,2020-08-05 12:15:00, ComplexThinker    ,Instagram, #Confusion #PerplexedMind                ,14.0,28.0,Australia,2020,8,5,12,89,13,2,2,Neutral,Confusion,89,60-89
222," Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ", Numbness        ,2021-12-01 15:30:00, ShieldedHeart     ,Facebook, #Numbness #EmotionalShield               ,10.0,20.0,Usa,2021,12,1,15,91,15,2,1,Negative,Numbness,91,90-119
223," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ", Melancholy      ,2019-03-25 21:00:00, SymphonySoul      ,Twitter, #Melancholy #WistfulHeart                ,13.0,26.0,Canada,2019,3,25,21,86,13,2,1,Negative,Melancholy,86,60-89
224," Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ", Nostalgia       ,2017-06-18 14:45:00, YearbookExplorer  ,Instagram, #Nostalgia #YearbookMemories            ,12.0,25.0,India,2017,6,18,14,96,16,2,1,Negative,Nostalgia,96,90-119
225," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ", Ambivalence     ,2022-07-08 11:30:00, DecisiveDilemma   ,Facebook, #Ambivalence #ShadesOfUncertainty       ,15.0,30.0,Australia,2022,7,8,11,101,14,2,1,Neutral,Ambivalence,101,90-119
226," Embracing life's imperfections, finding acceptance in the journey, scars and all. ", Acceptance      ,2023-05-15 16:20:00, ImperfectHarmony  ,Twitter, #Acceptance #ImperfectJourney            ,18.0,36.0,Canada,2023,5,15,16,83,11,2,2,Positive,Acceptance,83,60-89
227," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ", Determination   ,2021-09-10 14:45:00, VisionarySpirit   ,Instagram, #Determination #UnparalleledHeights      ,20.0,40.0,United Kingdom,2021,9,10,14,94,13,2,1,Negative,Determination,94,90-119
228," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ", Serenity        ,2020-02-28 18:30:00, ForestDreamer     ,Facebook, #Serenity #NatureWhispers                ,25.0,50.0,Usa,2020,2,28,18,98,18,2,1,Positive,Serenity,98,90-119
231," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ", Indifference    ,2023-03-10 16:30:00, SilentSpectator   ,Instagram, #Indifference #SilentObserver            ,9.0,18.0,India,2023,3,10,16,92,16,2,2,Neutral,Indifference,92,90-119
232," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ", Confusion       ,2021-05-02 11:45:00, MazeNavigator     ,Facebook, #Confusion #ThoughtLabyrinth              ,14.0,28.0,Australia,2021,5,2,11,100,15,2,1,Neutral,Confusion,100,90-119
233," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ", Numbness        ,2019-10-18 14:30:00, ResilientFortress ,Twitter, #Numbness #StoicResilience               ,11.0,22.0,United Kingdom,2019,10,18,14,96,14,2,1,Negative,Numbness,96,90-119
234," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", Melancholy      ,2020-01-05 20:00:00, CanvasDreamer     ,Instagram, #Melancholy #BittersweetMemories         ,13.0,26.0,Usa,2020,1,5,20,87,13,2,1,Negative,Melancholy,87,60-89
235," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ", Nostalgia       ,2018-08-10 15:45:00, DiaryExplorer     ,Facebook, #Nostalgia #DiaryJourney                 ,12.0,25.0,Canada,2018,8,10,15,97,17,2,1,Negative,Nostalgia,97,90-119
236," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ", Ambivalence     ,2022-01-15 10:30:00, CrossroadsTraveler ,Twitter, #Ambivalence #ConflictingEmotions        ,15.0,30.0,India,2022,1,15,10,83,10,2,1,Neutral,Ambivalence,83,60-89
237," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ", Acceptance      ,2021-07-20 16:20:00, MosaicDreamer     ,Instagram, #Acceptance #BeautifulChaos              ,18.0,36.0,Australia,2021,7,20,16,86,11,2,2,Positive,Acceptance,86,60-89
238," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", Determination   ,2019-12-03 13:45:00, PathfinderSpirit  ,Facebook, #Determination #ExtraordinaryPath        ,20.0,40.0,Usa,2019,12,3,13,102,14,2,1,Negative,Determination,102,90-119
239," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ", Serenity        ,2020-04-12 19:30:00, RaindropHarmony   ,Twitter, #Serenity #RaindropMelody                ,25.0,50.0,Canada,2020,4,12,19,97,16,2,1,Positive,Serenity,97,90-119
240," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ", Curiosity       ,2022-05-08 08:45:00, SeekerOfUnknowns  ,Instagram, #Curiosity #SeekerOfKnowledge            ,22.0,45.0,United Kingdom,2022,5,8,8,99,14,2,1,Neutral,Curiosity,99,90-119
241," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ", Indifference    ,2023-02-22 17:00:00, NonchalantWanderer,Facebook, #Indifference #DriftingThroughLife       ,9.0,18.0,India,2023,2,22,17,95,15,2,1,Neutral,Indifference,95,90-119
242," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ", Confusion       ,2020-06-05 12:15:00, ShadowedSeeker    ,Twitter, #Confusion #LabyrinthOfThoughts          ,14.0,28.0,Australia,2020,6,5,12,88,14,2,1,Neutral,Confusion,88,60-89
243," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness        ,2021-11-30 15:30:00, TurbulentShield   ,Instagram, #Numbness #EmotionalStorms               ,10.0,20.0,Canada,2021,11,30,15,95,15,2,2,Negative,Numbness,95,90-119
244," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ", Melancholy      ,2019-02-25 21:00:00, WistfulPainter    ,Facebook, #Melancholy #WistfulYearning             ,13.0,26.0,United Kingdom,2019,2,25,21,99,15,2,1,Negative,Melancholy,99,90-119
245," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ", Nostalgia       ,2017-05-18 14:45:00, TaleWeaver        ,Twitter, #Nostalgia #PhotoAlbumStories            ,12.0,25.0,Usa,2017,5,18,14,97,16,2,1,Negative,Nostalgia,97,90-119
246," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ", Ambivalence     ,2022-08-05 11:30:00, CrossroadsExplorer,Instagram, #Ambivalence #CrossroadsConfusion        ,15.0,30.0,Canada,2022,8,5,11,94,13,2,1,Neutral,Ambivalence,94,90-119
247," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ", Acceptance      ,2023-06-15 16:20:00, MosaicArtist      ,Facebook, #Acceptance #UnpredictableArt            ,18.0,36.0,Australia,2023,6,15,16,102,14,2,2,Positive,Acceptance,102,90-119
248," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ", Determination   ,2021-10-10 14:45:00, DreamSculptor     ,Twitter, #Determination #SculptingDreams          ,20.0,40.0,United Kingdom,2021,10,10,14,100,12,2,1,Negative,Determination,100,90-119
249," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ", Serenity        ,2020-05-12 19:30:00, MoonlitSoul       ,Instagram, #Serenity #MoonlitPeace                  ,25.0,50.0,Usa,2020,5,12,19,105,19,2,1,Positive,Serenity,105,90-119
250," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ", Curiosity       ,2022-12-01 09:15:00, FearlessExplorer  ,Facebook, #Curiosity #FearlessExplorer              ,22.0,44.0,India,2022,12,1,9,106,16,2,1,Neutral,Curiosity,106,90-119
251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness ,2021-11-30 15:30:00, TurbulentShield ,Instagram, #Numbness #EmotionalStorms ,10.0,20.0,Canada,2021,11,30,15,94,15,2,2,Negative,Numbness,94,90-119
252," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ", Zest ,2018-07-12 17:45:00, JoyfulDancer ,Twitter, #Zest #CarefreeSpirit ,15.0,30.0,Usa,2018,7,12,17,102,17,2,1,Positive,Zest,102,90-119
253," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ", Contentment ,2020-09-05 20:10:00, SereneBasker ,Facebook, #Contentment #GoldenGlow ,18.0,36.0,Australia,2020,9,5,20,103,17,2,1,Positive,Contentment,103,90-119
254," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ", Hopeful ,2022-04-18 08:00:00, DreamPainter ,Instagram, #Hopeful #CanvasOfDreams ,12.0,24.0,India,2022,4,18,8,111,18,2,1,Positive,Hopeful,111,90-119
255," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ", Proud ,2019-12-10 12:20:00, OakAchiever ,Twitter, #Proud #BranchesOfAchievement ,25.0,50.0,Canada,2019,12,10,12,105,16,2,1,Positive,Proud,105,90-119
256," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ", Grateful ,2023-02-28 09:45:00, HeartGardener ,Facebook, #Grateful #BlossomingConnection ,20.0,40.0,Usa,2023,2,28,9,112,17,2,1,Positive,Grateful,112,90-119
257," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ", Empathetic ,2018-04-03 14:15:00, ThreadWeaver ,Instagram, #Empathetic #TapestryOfUnderstanding ,15.0,30.0,United Kingdom,2018,4,3,14,117,17,2,1,Positive,Empathetic,117,90-119
258," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ", Compassionate ,2022-06-20 10:30:00, CloudCaretaker ,Twitter, #Compassionate #ShowerOfEmpathy ,18.0,36.0,Australia,2022,6,20,10,101,14,2,1,Positive,Compassionate,101,90-119
259," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ", Playful ,2020-07-08 18:00:00, RainDancer ,Facebook, #Playful #DanceInTheRain ,22.0,44.0,Canada,2020,7,8,18,116,18,2,1,Positive,Playful,116,90-119
260," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ", Free-spirited ,2021-08-15 11:10:00, SkyPainter ,Instagram, #FreeSpirit #PaintingTheSky ,20.0,40.0,India,2021,8,15,11,116,19,2,1,Negative,Free-Spirited,116,90-119
261," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ", Inspired ,2019-10-25 16:50:00, PhoenixExplorer ,Twitter, #Inspired #CreativePhoenix ,15.0,30.0,United Kingdom,2019,10,25,16,121,20,2,1,Positive,Inspired,121,120-149
262," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ", Hopeful ,2023-10-05 07:30:00, SunriseNavigator ,Facebook, #Hopeful #SunriseOfPossibilities ,12.0,24.0,Usa,2023,10,5,7,123,18,2,1,Positive,Hopeful,123,120-149
263," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ", Confident ,2022-02-15 13:15:00, SandStrider ,Instagram, #Confident #FootprintsOfAssuredness ,25.0,50.0,Australia,2022,2,15,13,128,16,2,2,Positive,Confident,128,120-149
264," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ", Serenity ,2021-05-08 22:00:00, NightSerenader ,Twitter, #Serenity #MoonlitSerenade ,13.0,26.0,Canada,2021,5,8,22,109,18,2,1,Positive,Serenity,109,90-119
265," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ", Curiosity ,2020-11-29 14:45:00, KnowledgeSeeker ,Instagram, #Curiosity #LabyrinthOfQuestions ,17.0,34.0,Usa,2020,11,29,14,119,17,2,1,Neutral,Curiosity,119,90-119
266," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ", Ambivalence ,2019-09-14 10:20:00, BreezeWaltzer ,Facebook, #Ambivalence #AutumnWaltz ,14.0,28.0,United Kingdom,2019,9,14,10,114,18,2,1,Neutral,Ambivalence,114,90-119
267," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ", Grateful ,2022-03-12 19:55:00, StarNavigator ,Twitter, #Grateful #GuidingStar ,19.0,38.0,Australia,2022,3,12,19,121,18,2,2,Positive,Grateful,121,120-149
268," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ", Zest ,2023-03-30 16:30:00, MeadowSprinter ,Instagram, #Zest #FieldsOfEnthusiasm ,16.0,32.0,India,2023,3,30,16,116,18,2,1,Positive,Zest,116,90-119
269," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,2021-07-01 12:10:00, RainNurturer ,Facebook, #Compassionate #TearsOfEmpathy ,21.0,42.0,Canada,2021,7,1,12,124,19,2,1,Positive,Compassionate,124,120-149
270," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,2020-01-05 08:45:00, PeakConqueror ,Twitter, #Proud #ScalingPeaks ,23.0,46.0,Usa,2020,1,5,8,113,16,2,1,Positive,Proud,113,90-119
271," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,2022-07-17 06:15:00, DawnGardener ,Instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,United Kingdom,2022,7,17,6,114,19,2,1,Positive,Hopeful,114,90-119
272," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,2018-08-22 17:20:00, CarnivalDreamer ,Facebook, #Playful #CarnivalEscapade ,24.0,48.0,Australia,2018,8,22,17,122,19,2,1,Positive,Playful,122,120-149
273," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,2021-12-08 14:30:00, SkyArtist ,Twitter, #Inspired #CloudsOfCreativity ,18.0,36.0,India,2021,12,8,14,125,19,2,1,Positive,Inspired,125,120-149
274," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,2019-04-27 09:50:00, RiverNavigator ,Instagram, #Contentment #TranquilWaters ,20.0,40.0,Canada,2019,4,27,9,118,18,2,1,Positive,Contentment,118,90-119
275," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,2023-09-03 21:40:00, LanternWanderer ,Facebook, #Empathetic #LanternOfCompassion ,16.0,32.0,Usa,2023,9,3,21,121,19,2,1,Positive,Empathetic,121,120-149
276," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,2020-06-10 10:05:00, DreamSoarer ,Twitter, #FreeSpirit #WingsOfDreams ,22.0,44.0,United Kingdom,2020,6,10,10,123,20,2,1,Negative,Free-Spirited,123,120-149
277," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,2022-04-01 18:30:00, SunsetAdmirer ,Instagram, #Grateful #GoldenHues ,19.0,38.0,Australia,2022,4,1,18,123,21,2,1,Positive,Grateful,123,120-149
278," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,2021-01-15 13:00:00, DanceStrider ,Facebook, #Confident #DanceOfLife ,23.0,46.0,Canada,2021,1,15,13,122,17,2,2,Positive,Confident,122,120-149
279," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,2023-05-06 07:20:00, WindWhisperer ,Twitter, #Hopeful #BrighterTomorrows ,15.0,30.0,India,2023,5,6,7,125,20,2,1,Positive,Hopeful,125,120-149
280," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,2019-11-18 15:15:00, JugglingArtist ,Instagram, #Playful #JugglingResponsibilities ,25.0,50.0,Usa,2019,11,18,15,124,18,2,1,Positive,Playful,124,120-149
281," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,2020-08-29 20:45:00, StarStoryteller ,Facebook, #Inspired #TalesToTheStars ,14.0,28.0,United Kingdom,2020,8,29,20,118,16,2,1,Positive,Inspired,118,90-119
282," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,2022-10-30 11:40:00, WaveNavigator ,Twitter, #Hopeful #SailorOfDreams ,17.0,34.0,Australia,2022,10,30,11,125,19,2,1,Positive,Hopeful,125,120-149
283," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,2021-07-01 12:10:00, RainNurturer ,Instagram, #Compassionate #TearsOfEmpathy ,21.0,42.0,Canada,2021,7,1,12,124,19,2,1,Positive,Compassionate,124,120-149
284," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,2020-01-05 08:45:00, PeakConqueror ,Twitter, #Proud #ScalingPeaks ,23.0,46.0,Usa,2020,1,5,8,113,16,2,1,Positive,Proud,113,90-119
285," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,2022-07-17 06:15:00, DawnGardener ,Instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,United Kingdom,2022,7,17,6,114,19,2,1,Positive,Hopeful,114,90-119
286," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,2018-08-22 17:20:00, CarnivalDreamer ,Facebook, #Playful #CarnivalEscapade ,24.0,48.0,Australia,2018,8,22,17,122,19,2,1,Positive,Playful,122,120-149
287," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,2021-12-08 14:30:00, SkyArtist ,Twitter, #Inspired #CloudsOfCreativity ,18.0,36.0,India,2021,12,8,14,125,19,2,1,Positive,Inspired,125,120-149
288," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,2019-04-27 09:50:00, RiverNavigator ,Instagram, #Contentment #TranquilWaters ,20.0,40.0,Canada,2019,4,27,9,118,18,2,1,Positive,Contentment,118,90-119
289," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,2023-09-03 21:40:00, LanternWanderer ,Facebook, #Empathetic #LanternOfCompassion ,16.0,32.0,Usa,2023,9,3,21,121,19,2,1,Positive,Empathetic,121,120-149
290," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,2020-06-10 10:05:00, DreamSoarer ,Twitter, #FreeSpirit #WingsOfDreams ,22.0,44.0,United Kingdom,2020,6,10,10,123,20,2,1,Negative,Free-Spirited,123,120-149
291," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,2022-04-01 18:30:00, SunsetAdmirer ,Instagram, #Grateful #GoldenHues ,19.0,38.0,Australia,2022,4,1,18,123,21,2,1,Positive,Grateful,123,120-149
292," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,2021-01-15 13:00:00, DanceStrider ,Facebook, #Confident #DanceOfLife ,23.0,46.0,Canada,2021,1,15,13,122,17,2,2,Positive,Confident,122,120-149
293," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,2023-05-06 07:20:00, WindWhisperer ,Twitter, #Hopeful #BrighterTomorrows ,15.0,30.0,India,2023,5,6,7,125,20,2,1,Positive,Hopeful,125,120-149
294," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,2019-11-18 15:15:00, JugglingArtist ,Instagram, #Playful #JugglingResponsibilities ,25.0,50.0,Usa,2019,11,18,15,124,18,2,1,Positive,Playful,124,120-149
295," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,2020-08-29 20:45:00, StarStoryteller ,Facebook, #Inspired #TalesToTheStars ,14.0,28.0,United Kingdom,2020,8,29,20,118,16,2,1,Positive,Inspired,118,90-119
296," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,2022-10-30 11:40:00, WaveNavigator ,Twitter, #Hopeful #SailorOfDreams ,17.0,34.0,Australia,2022,10,30,11,125,19,2,1,Positive,Hopeful,125,120-149
297," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,2021-07-01 12:10:00, RainNurturer ,Instagram, #Compassionate #TearsOfEmpathy ,21.0,42.0,Canada,2021,7,1,12,124,19,2,1,Positive,Compassionate,124,120-149
298," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,2020-01-05 08:45:00, PeakConqueror ,Twitter, #Proud #ScalingPeaks ,23.0,46.0,Usa,2020,1,5,8,113,16,2,1,Positive,Proud,113,90-119
299," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,2022-07-17 06:15:00, DawnGardener ,Instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,India,2022,7,17,6,114,19,2,1,Positive,Hopeful,114,90-119
300," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,2018-08-22 17:20:00, CarnivalDreamer ,Facebook, #Playful #CarnivalEscapade ,24.0,48.0,Australia,2018,8,22,17,122,19,2,1,Positive,Playful,122,120-149
301," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ", Despair ,2021-09-15 16:00:00, ShatteredHeart ,Instagram, #Despair #EchoingSilence ,8.0,16.0,Canada,2021,9,15,16,114,18,2,1,Negative,Despair,114,90-119
302," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ", Bitterness ,2019-03-08 14:20:00, VenomousSoul ,Facebook, #Bitterness #ResentmentWeb ,12.0,24.0,United Kingdom,2019,3,8,14,118,19,2,1,Negative,Bitterness,118,90-119
303," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ", Loneliness ,2017-07-20 11:45:00, DesertWanderer ,Twitter, #Loneliness #MiragesOfConnection ,15.0,30.0,Usa,2017,7,20,11,127,18,2,1,Negative,Loneliness,127,120-149
304," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ", Yearning ,2020-11-02 19:30:00, ColdEmbrace ,Instagram, #Yearning #DistantWarmth ,10.0,20.0,Australia,2020,11,2,19,119,21,2,2,Negative,Yearning,119,90-119
305," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ", Fearful ,2022-05-12 02:00:00, NightPrisoner ,Facebook, #Fearful #ImaginedHorrors ,18.0,36.0,India,2022,5,12,2,109,19,2,1,Negative,Fearful,109,90-119
306," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ", Apprehensive ,2023-04-08 13:15:00, TightropeWalker ,Twitter, #Apprehensive #BalancingAct ,14.0,28.0,United Kingdom,2023,4,8,13,132,19,2,1,Negative,Apprehensive,132,120-149
307," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ", Overwhelmed ,2021-06-25 17:50:00, AtlasBearer ,Instagram, #Overwhelmed #BouldersOfExhaustion ,22.0,44.0,Canada,2021,6,25,17,135,20,2,1,Negative,Overwhelmed,135,120-149
308," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ", Jealous ,2019-08-30 10:10:00, GreenMonster ,Facebook, #Jealous #GreenEyedMonster ,16.0,32.0,Usa,2019,8,30,10,116,18,2,3,Negative,Jealous,116,90-119
309," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ", Devastated ,2022-08-03 15:30:00, StormSurvivor ,Twitter, #Devastated #WindsOfBrokenPromises ,25.0,50.0,Australia,2022,8,3,15,129,22,2,1,Negative,Devastated,129,120-149
310," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ", Frustrated ,2020-12-17 09:20:00, PuzzleComposer ,Instagram, #Frustrated #UnsolvablePuzzle ,12.0,24.0,India,2020,12,17,9,123,17,2,1,Negative,Frustrated,123,120-149
